Scope,Release,Business Unit,Tower Name,Sub-Tower,Planning Area,Descoped,PMO Comments,Domain,SCP Object ID,Object Description,Test Object Group,Object Type,Design End Date,Baseline Dev End Date,Trend Dev End Date (User-Override),Dev Planned End Date (Linked to Sprint Plan),Trend Dev End Date,Dev Completion Status,Dev PMO Comments,Applicable for FUT,FUT Comments,Planned FUT Date,Trend FUT End Date (User-Override),Trend FUT Date,FUT Demo/Playback Status,FUT Approval,FUT Linked Test Details,FUT Approver,Trend Build End Date (based on dev & FUT complete),Impacted by Legal Entity Extension,LE Baseline Dev End Date,LE Dev Planned End Date (Linked to Sprint Plan),LE Trend Dev End Date (User-Override),LE Trend Dev End Date,Sprint Number - LE Trend Dev End Date,LE Dev Completion Status,LE Trend FUT End Date (User-Override),LE Trend FUT End Date,LE FUT Demo/Playback Status,LE Trend Build End Date (dev & FUT complete),LE FUT Planned End Date (Linked to Sprint Plan),Archive Object ID_2,Complexity (H/M/L),Change Request ID,Design Opens (Y/N),Design Open Row ID,Intel Comments,SCP Predecessor Object ID,Predecessor Description,SCP Successor Object ID,Successor Description,STD vs Non-Std,FS Responsible Team,Dev Responsible Team,Technical Complexity,ECA Involved?,ECA Object  ID,ECA Object Description,ECA Dependency Tracker Link,Boundary App Involved?,Boundary App IAPM ID,Boundary Application Name,B-App Dependency Tracker Link,Sprint 19 - Delay Status,Impact Assessment (Formula),Latest Dev End Date from Build Plan,Helper - Absolute Row # from Build Plan,Build Plan Stage,Sprint Number - Baseline Dev End Date,Sprint Number - Trend Dev End Date,Object - Sprint Movement,Sprint Number - Based on Trend Dev End Date(10/24),Object - Sprint Movement (After 10/24),Tagged to Sprint 18,Tagged to Sprint 19,Tagged to Sprint 20,Tagged to Sprint 21,Tagged to Sprint 22,Tagged to Sprint 23,"Tagged to Sprint 23, Spilling to S23+",Tagged to S23+,Objects Approved beyond WW02,Source System,Target System,FUT Actual End Date (Manual),FUT Approval Date,Object Completion Sprint,Dev Planned End Date (Linked to Sprint Plan)S18-20,Dev Planned End Date (Linked to Sprint Plan)S21-24,FUT Planned Start Date (Linked to Sprint Plan),FUT Planned End Date (Linked to Sprint Plan),FUT Plan Start Date (Linked to Sprint Plan)S18-S20,FUT Planned End Date (Linked to Sprint Plan)S18-20,FUT Plan Start Date (Linked to Sprint Plan)S21-S24,FUT Planned End Date (Linked to Sprint Plan)S21-24,Created By,Created Date,Modified By,Modified Date,Max Dev End Date (FUT DB reference),Priority,Archive Object ID,Archived Object Description,GAP ID,Go live Critical,TUT Documentation Available?,TUT Complete,Sharepoint Link,Comments
IAO,03.R3,02.IF - Intel Foundry,SCP IF,DP,DP,,,PDH,SCPIFDPRF0006,IF PDH DP Demand Publication - Interface,Forecast Netting,02.Interface,,2025-10-06,,2025-11-03,2025-11-03,Completed,,No,N/A - Interface Object,2025-11-07,,N/A,,,,,2025-11-03,,,,,,,,,,,,,IFPDHDP0013,Medium,,,,,,,,,,,,,N,,,Dependency Tracker Link,N,,,Dependency Tracker Link,Delayed,"High Impact: >3wk delay, critical path, resource allocation",2025-11-07,586,Functional Unit Testing,Sprint 18,Sprint 19,Pushed-out,Sprint 18,Pushed-out to Sprint 19,No,Yes,No,No,No,No,No,No,,,,,,,2025-11-03,,2025-10-28,2025-11-07,2025-10-28,2025-11-07,,,bbanavath@deloitte.com,2025-09-09T14:45:04Z,bbanavath@deloitte.com,2026-02-19T14:51:49Z,N/A,Missing,IFPDHDP0013,IF PDH DP Demand Publication,,,,,,
IAO,03.R3,02.IF - Intel Foundry,SCP IF,DP,DP,,,PDH,SCPIFDPRF0007,IF PDH DP RTF - Interface,Transactional Data,02.Interface,,2025-08-04,,,2025-08-04,Completed,,No,N/A - Interface Object,,,N/A,,,,,2025-08-04,,,,,,,,,,,,,IFPDHDP0015,Medium,,,,,,,,,,,,,N,,,Dependency Tracker Link,N,,,Dependency Tracker Link,Not a part of current Sprint 19,No Impact,,0,,Sprint 16,Sprint 16,No change,Sprint 16,No change,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,bbanavath@deloitte.com,2025-09-09T14:45:04Z,jon.benoist@intel.com,2026-02-11T19:30:08Z,N/A,High,IFPDHDP0015,IF PDH DP RTF,,,,,,
IAO,03.R3,02.IF - Intel Foundry,SCP IF,DP,DP,,,PDH,SCPIFDPRF0008,IF PDH DP FERT/HALB - Interface,Transactional Data,02.Interface,,2025-09-29,,2025-10-07,2025-10-07,Completed,,No,N/A - Interface Object,2025-10-10,,N/A,,,,,2025-10-07,,,,,,,,,,,,,IFPDHDP0021,Low,,,,,,,,,,,,,N,,,Dependency Tracker Link,N,,,Dependency Tracker Link,Not a part of current Sprint 19,"Medium: >1wk <3wks, moderate impact",2025-10-10,2580,Functional Unit Testing,Sprint 18,Sprint 18,No change,Sprint 18,No change,Yes,No,No,No,No,No,No,No,,,,,,,2025-10-07,,2025-09-29,2025-10-10,2025-09-29,2025-10-10,,,bbanavath@deloitte.com,2025-09-09T14:45:04Z,bbanavath@deloitte.com,2026-02-19T14:51:49Z,N/A,Missing,IFPDHDP0021,IF PDH DP FERT/HALB,,,,,,
IAO,03.R3,02.IF - Intel Foundry,SCP IF,DP,DP,,,PDH,SCPIFDPRF0009,IF PDH DP PROC - Interface,Transactional Data,02.Interface,,2025-09-29,,,2025-09-29,Completed,,No,N/A - Interface Object,,,N/A,,,,,2025-09-29,,,,,,,,,,,,,IFPDHDP0023,Low,,,,,,,,,,,,,Y,ECAFTSIFV2281,Demand - S4 SO Integration,Dependency Tracker Link,N,,,Dependency Tracker Link,Not a part of current Sprint 19,No Impact,,0,,Sprint 18,Sprint 18,No change,Sprint 18,No change,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,bbanavath@deloitte.com,2025-09-09T14:45:04Z,jon.benoist@intel.com,2026-02-11T19:30:08Z,N/A,Missing,IFPDHDP0023,IF PDH DP PROC,,,,,,
IAO,03.R3,02.IF - Intel Foundry,SCP IF,DP,DP,,,PDH,SCPIFDPRF0010,IF PDH DP Contracts Reporting - Interface,Transactional Data,02.Interface,,2025-06-16,,,2025-06-16,Completed,,No,N/A - Interface Object,,,N/A,,,,,2025-06-16,,,,,,,,,,,,,IFPDHDP0025,Low,,,,,,,,,,,,,N,,,Dependency Tracker Link,N,,,Dependency Tracker Link,Not a part of current Sprint 19,No Impact,,0,,Sprint 15,Sprint 15,No change,Sprint 15,No change,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,bbanavath@deloitte.com,2025-09-09T14:45:04Z,jon.benoist@intel.com,2026-02-11T19:30:08Z,N/A,Missing,IFPDHDP0025,IF PDH DP Contracts Reporting,,,,,,
IAO,03.R3,01.IP - Intel Product,SCP IP,SP,SP,,,BY,SCPIPSPRF0001,MasterData - Ingest Item,Master Data,02.Interface,,2025-07-18,,,2025-07-18,Completed,,Yes,,2026-01-23,2026-01-28,2026-01-28,Executed,Confirmed,"https://intel.sharepoint.com/:p:/r/sites/intelspinnakerdeloitteiao/Shared%20Documents/IP%20Supply%20and%20Materials%20Planning/3%20Development,%20Build_Test/FUT_TUT_CUT/FUT/Supply%20%26%20Material%20Planning%20Planning%20Playback%20Records/IBP_ESP/R3%20Interface%20load%20Playback-Group%201.pptx?d=w5f9e67a961d34576beb44383c62abb3d&csf=1&web=1&e=ZVbb92",,2026-01-28,,,,,,,,,,,,,IPBYSP0020,Medium,,,,,,,,,,,,,N,,,Dependency Tracker Link,N,,,Dependency Tracker Link,Not a part of current Sprint 19,No Impact,,0,,Sprint 15,Sprint 15,No change,Sprint 15,No change,No,No,No,No,Yes,No,No,No,,,,,,,,,2026-01-12,2026-01-23,,,2026-01-12,2026-01-23,bbanavath@deloitte.com,2025-09-09T14:50:31Z,bbanavath@deloitte.com,2026-02-19T15:56:48Z,2026-01-28,Missing,IPBYSP0020,MasterData - Ingest Item,,,,,,
IAO,03.R3,01.IP - Intel Product,SCP IP,SP,SP,,,BY,SCPIPSPRF0002,MasterData - Ingest Loc,Master Data,02.Interface,,2025-07-18,,,2025-07-18,Completed,,Yes,,2026-01-23,2026-01-28,2026-01-28,Executed,Confirmed,"https://intel.sharepoint.com/:p:/r/sites/intelspinnakerdeloitteiao/Shared%20Documents/IP%20Supply%20and%20Materials%20Planning/3%20Development,%20Build_Test/FUT_TUT_CUT/FUT/Supply%20%26%20Material%20Planning%20Planning%20Playback%20Records/IBP_ESP/R3%20Interface%20load%20Playback-Group%201.pptx?d=w5f9e67a961d34576beb44383c62abb3d&csf=1&web=1&e=ZVbb92",,2026-01-28,,,,,,,,,,,,,IPBYSP0021,Medium,,,,,,,,,,,,,N,,,Dependency Tracker Link,N,,,Dependency Tracker Link,Not a part of current Sprint 19,No Impact,,0,,Sprint 15,Sprint 15,No change,Sprint 15,No change,No,No,No,No,Yes,No,No,No,,,,,,,,,2026-01-12,2026-01-23,,,2026-01-12,2026-01-23,bbanavath@deloitte.com,2025-09-09T14:50:31Z,bbanavath@deloitte.com,2026-02-19T15:56:48Z,2026-01-28,Missing,IPBYSP0021,MasterData - Ingest Loc,,,,,,
IAO,03.R3,01.IP - Intel Product,SCP IP,SP,SP,,,BY,SCPIPSPRF0003,Master Data - Ingest SKUALL,Master Data,02.Interface,,2025-07-18,,,2025-07-18,Completed,,Yes,,2025-12-03,2026-01-09,2026-01-09,Executed,Confirmed,"https://intel.sharepoint.com/:p:/r/sites/intelspinnakerdeloitteiao/Shared%20Documents/IP%20Supply%20and%20Materials%20Planning/3%20Development,%20Build_Test/FUT_TUT_CUT/FUT/Supply%20%26%20Material%20Planning%20Planning%20Playback%20Records/IBP_ESP/R3%20Interface%20load%20Playback-Group%201.pptx?d=w5f9e67a961d34576beb44383c62abb3d&csf=1&web=1&e=ZVbb92",,2026-01-09,,,,,,,,,,,,,IPBYSP0022,Medium,,,,,,,,,,,,,N,,,Dependency Tracker Link,N,,,Dependency Tracker Link,Not a part of current Sprint 19,No Impact,,0,,Sprint 15,Sprint 15,No change,Sprint 15,No change,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,bbanavath@deloitte.com,2025-09-09T14:50:31Z,hhardikkumarrambh@deloitte.com,2026-02-04T10:28:09Z,2026-01-09,Missing,IPBYSP0022,Master Data - Ingest SKUALL,,,,,,
IAO,03.R3,01.IP - Intel Product,SCP IP,SP,SP,,,BY,SCPIPSPRF0004,MasterData - Ingest BOM,Master Data,02.Interface,,2025-09-19,,,2025-09-19,Completed,,Yes,,2025-12-10,2025-12-10,2025-12-10,Executed,Confirmed,"https://intel.sharepoint.com/:p:/r/sites/intelspinnakerdeloitteiao/Shared%20Documents/IP%20Supply%20and%20Materials%20Planning/3%20Development,%20Build_Test/FUT_TUT_CUT/FUT/Supply%20%26%20Material%20Planning%20Planning%20Playback%20Records/IBP_ESP/R3%20Interface%20load%20Playback-Group%201.pptx?d=w5f9e67a961d34576beb44383c62abb3d&csf=1&web=1&e=ZVbb92",,2025-12-10,,,,,,,,,,,,,"IPBYSP0023, IPBYSP0024",Medium,,,,,,,,,,,,,N,,,Dependency Tracker Link,N,,,Dependency Tracker Link,Not a part of current Sprint 19,No Impact,,0,,Sprint 18,Sprint 18,No change,Sprint 18,No change,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,bbanavath@deloitte.com,2025-09-09T14:50:31Z,hhardikkumarrambh@deloitte.com,2026-02-04T10:28:09Z,2025-12-10,Missing,"IPBYSP0023, IPBYSP0024",MasterData - Ingest BOM,,,,,,
IAO,03.R3,01.IP - Intel Product,SCP IP,SP,SP,,,BY,SCPIPSPRF0005,MasterData - Ingest RES,Master Data,02.Interface,,2025-09-19,,,2025-09-19,Completed,,Yes,,2025-12-10,2025-12-10,2025-12-10,Executed,Confirmed,"https://intel.sharepoint.com/:p:/r/sites/intelspinnakerdeloitteiao/Shared%20Documents/IP%20Supply%20and%20Materials%20Planning/3%20Development,%20Build_Test/FUT_TUT_CUT/FUT/Supply%20%26%20Material%20Planning%20Planning%20Playback%20Records/IBP_ESP/R3%20Interface%20load%20Playback-Group%201.pptx?d=w5f9e67a961d34576beb44383c62abb3d&csf=1&web=1&e=ZVbb92",,2025-12-10,,,,,,,,,,,,,"IPBYSP0025, IPBYSP0026",Medium,,,,,,,,,,,,,N,,,Dependency Tracker Link,N,,,Dependency Tracker Link,Not a part of current Sprint 19,No Impact,,0,,Sprint 18,Sprint 18,No change,Sprint 18,No change,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,bbanavath@deloitte.com,2025-09-09T14:50:31Z,hhardikkumarrambh@deloitte.com,2026-02-04T10:28:09Z,2025-12-10,Missing,"IPBYSP0025, IPBYSP0026",MasterData - Ingest RES,,,,,,
IAO,03.R3,01.IP - Intel Product,SCP IP,SP,SP,,,BY,SCPIPSPRF0006,Master Data - Ingest Production Method,Master Data,02.Interface,,2025-09-19,,,2025-09-19,Completed,,Yes,,2026-01-23,2026-01-28,2026-01-28,Executed,Confirmed,"https://intel.sharepoint.com/:p:/r/sites/intelspinnakerdeloitteiao/Shared%20Documents/IP%20Supply%20and%20Materials%20Planning/3%20Development,%20Build_Test/FUT_TUT_CUT/FUT/Supply%20%26%20Material%20Planning%20Planning%20Playback%20Records/IBP_ESP/R3%20Interface%20load%20Playback-Group%201.pptx?d=w5f9e67a961d34576beb44383c62abb3d&csf=1&web=1&e=ZVbb92",,2026-01-28,,,,,,,,,,,,,"IPBYSP0027, IPBYSP0028",Medium,,,,,,,,,,,,,N,,,Dependency Tracker Link,N,,,Dependency Tracker Link,Not a part of current Sprint 19,No Impact,,0,,Sprint 18,Sprint 18,No change,Sprint 18,No change,No,No,No,No,Yes,No,No,No,,,,,,,,,2026-01-12,2026-01-23,,,2026-01-12,2026-01-23,bbanavath@deloitte.com,2025-09-09T14:50:31Z,bbanavath@deloitte.com,2026-02-19T15:56:48Z,2026-01-28,Missing,"IPBYSP0027, IPBYSP0028",Master Data - Ingest Production Method,,,,,,
IAO,03.R3,01.IP - Intel Product,SCP IP,SP,SP,,,BY,SCPIPSPRF0007,Master Data - Ingest Production Yield,Master Data,02.Interface,,2025-09-05,,,2025-09-05,Completed,,Yes,,2026-01-23,2026-01-28,2026-01-28,Executed,Confirmed,"https://intel.sharepoint.com/:p:/r/sites/intelspinnakerdeloitteiao/Shared%20Documents/IP%20Supply%20and%20Materials%20Planning/3%20Development,%20Build_Test/FUT_TUT_CUT/FUT/Supply%20%26%20Material%20Planning%20Planning%20Playback%20Records/IBP_ESP/R3%20Interface%20load%20Playback-Group%201.pptx?d=w5f9e67a961d34576beb44383c62abb3d&csf=1&web=1&e=ZVbb92",,2026-01-28,,,,,,,,,,,,,"IPBYSP0029, IPBYSP0030",Medium,,,,,,,,,,,,,N,,,Dependency Tracker Link,N,,,Dependency Tracker Link,Not a part of current Sprint 19,No Impact,,0,,Sprint 17,Sprint 17,No change,Sprint 17,No change,No,No,No,No,Yes,No,No,No,,,,,,,,,2026-01-12,2026-01-23,,,2026-01-12,2026-01-23,bbanavath@deloitte.com,2025-09-09T14:50:31Z,bbanavath@deloitte.com,2026-02-19T15:56:48Z,2026-01-28,Missing,"IPBYSP0029, IPBYSP0030",Master Data - Ingest Production Yield,,,,,,
IAO,03.R3,01.IP - Intel Product,SCP IP,SP,SP,,,BY,SCPIPSPRF0008,Master Data - Ingest Production Step,Master Data,02.Interface,,2025-09-19,,,2025-09-19,Completed,,Yes,,2026-01-23,2026-01-28,2026-01-28,Executed,Confirmed,"https://intel.sharepoint.com/:p:/r/sites/intelspinnakerdeloitteiao/Shared%20Documents/IP%20Supply%20and%20Materials%20Planning/3%20Development,%20Build_Test/FUT_TUT_CUT/FUT/Supply%20%26%20Material%20Planning%20Planning%20Playback%20Records/IBP_ESP/R3%20Interface%20load%20Playback-Group%201.pptx?d=w5f9e67a961d34576beb44383c62abb3d&csf=1&web=1&e=ZVbb92",,2026-01-28,,,,,,,,,,,,,"IPBYSP0031, IPBYSP0032",Medium,,,,,,,,,,,,,N,,,Dependency Tracker Link,N,,,Dependency Tracker Link,Not a part of current Sprint 19,No Impact,,0,,Sprint 18,Sprint 18,No change,Sprint 18,No change,No,No,No,No,Yes,No,No,No,,,,,,,,,2026-01-12,2026-01-23,,,2026-01-12,2026-01-23,bbanavath@deloitte.com,2025-09-09T14:50:31Z,bbanavath@deloitte.com,2026-02-19T15:56:48Z,2026-01-28,Missing,"IPBYSP0031, IPBYSP0032",Master Data - Ingest Production Step,,,,,,
IAO,03.R3,01.IP - Intel Product,SCP IP,SP,SP,,,BY,SCPIPSPRF0009,Master Data - Ingest Network,Master Data,02.Interface,,2025-09-05,,,2025-09-05,Completed,,Yes,,2026-01-23,2026-01-28,2026-01-28,Executed,Confirmed,"https://intel.sharepoint.com/:p:/r/sites/intelspinnakerdeloitteiao/Shared%20Documents/IP%20Supply%20and%20Materials%20Planning/3%20Development,%20Build_Test/FUT_TUT_CUT/FUT/Supply%20%26%20Material%20Planning%20Planning%20Playback%20Records/IBP_ESP/R3%20Interface%20load%20Playback-Group%201.pptx?d=w5f9e67a961d34576beb44383c62abb3d&csf=1&web=1&e=ZVbb92",,2026-01-28,,,,,,,,,,,,,"IPBYSP0033, IPBYSP0034",Medium,,,,,,,,,,,,,N,,,Dependency Tracker Link,N,,,Dependency Tracker Link,Not a part of current Sprint 19,No Impact,,0,,Sprint 17,Sprint 17,No change,Sprint 17,No change,No,No,No,No,Yes,No,No,No,,,,,,,,,2026-01-12,2026-01-23,,,2026-01-12,2026-01-23,bbanavath@deloitte.com,2025-09-09T14:50:31Z,bbanavath@deloitte.com,2026-02-19T15:56:48Z,2026-01-28,Missing,"IPBYSP0033, IPBYSP0034",Master Data - Ingest Network,,,,,,
IAO,03.R3,01.IP - Intel Product,SCP IP,SP,SP,,,BY,SCPIPSPRF0010,Master Data - Ingest Sourcing,Master Data,02.Interface,,2025-09-05,,,2025-09-05,Completed,,Yes,,2026-01-23,2026-01-28,2026-01-28,Executed,Confirmed,"https://intel.sharepoint.com/:p:/r/sites/intelspinnakerdeloitteiao/Shared%20Documents/IP%20Supply%20and%20Materials%20Planning/3%20Development,%20Build_Test/FUT_TUT_CUT/FUT/Supply%20%26%20Material%20Planning%20Planning%20Playback%20Records/IBP_ESP/R3%20Interface%20load%20Playback-Group%201.pptx?d=w5f9e67a961d34576beb44383c62abb3d&csf=1&web=1&e=ZVbb92",,2026-01-28,,,,,,,,,,,,,"IPBYSP0035, IPBYSP0036",Medium,,,,,,,,,,,,,N,,,Dependency Tracker Link,N,,,Dependency Tracker Link,Not a part of current Sprint 19,No Impact,,0,,Sprint 17,Sprint 17,No change,Sprint 17,No change,No,No,No,No,Yes,No,No,No,,,,,,,,,2026-01-12,2026-01-28,,,2026-01-12,2026-01-28,bbanavath@deloitte.com,2025-09-09T14:50:31Z,bbanavath@deloitte.com,2026-02-19T15:56:48Z,2026-01-28,Missing,"IPBYSP0035, IPBYSP0036",Master Data - Ingest Sourcing,,,,,,
IAO,03.R3,01.IP - Intel Product,SCP IP,SP,SP,,,BY,SCPIPSPRF0011,Master Data - Ingest PurchMethod,Master Data,02.Interface,,2025-09-05,,,2025-09-05,Completed,,Yes,,2026-01-23,2026-01-28,2026-01-28,Executed,Confirmed,"https://intel.sharepoint.com/:p:/r/sites/intelspinnakerdeloitteiao/Shared%20Documents/IP%20Supply%20and%20Materials%20Planning/3%20Development,%20Build_Test/FUT_TUT_CUT/FUT/Supply%20%26%20Material%20Planning%20Planning%20Playback%20Records/IBP_ESP/R3%20Interface%20load%20Playback-Group%201.pptx?d=w5f9e67a961d34576beb44383c62abb3d&csf=1&web=1&e=ZVbb92",,2026-01-28,,,,,,,,,,,,,"IPBYSP0037, IPBYSP0038",Medium,,,,,,,,,,,,,N,,,Dependency Tracker Link,N,,,Dependency Tracker Link,Not a part of current Sprint 19,No Impact,,0,,Sprint 17,Sprint 17,No change,Sprint 17,No change,No,No,No,No,Yes,No,No,No,,,,,,,,,2026-01-12,2026-01-28,,,2026-01-12,2026-01-28,bbanavath@deloitte.com,2025-09-09T14:50:31Z,bbanavath@deloitte.com,2026-02-19T15:56:48Z,2026-01-28,Missing,"IPBYSP0037, IPBYSP0038",Master Data - Ingest PurchMethod,,,,,,
IAO,03.R3,01.IP - Intel Product,SCP IP,SP,SP,,,BY,SCPIPSPRF0012,Master Data - Ingest Safety Stock,Master Data,02.Interface,,2025-09-05,,,2025-09-05,Completed,,Yes,,2026-01-23,2026-01-28,2026-01-28,Executed,Confirmed,"https://intel.sharepoint.com/:p:/r/sites/intelspinnakerdeloitteiao/Shared%20Documents/IP%20Supply%20and%20Materials%20Planning/3%20Development,%20Build_Test/FUT_TUT_CUT/FUT/Supply%20%26%20Material%20Planning%20Planning%20Playback%20Records/IBP_ESP/R3%20Interface%20load%20Playback-Group%201.pptx?d=w5f9e67a961d34576beb44383c62abb3d&csf=1&web=1&e=ZVbb92",,2026-01-28,,,,,,,,,,,,,"IPBYSP0039, IPBYSP0040",Medium,,,,,,,,,,,,,N,,,Dependency Tracker Link,N,,,Dependency Tracker Link,Not a part of current Sprint 19,No Impact,,0,,Sprint 17,Sprint 17,No change,Sprint 17,No change,No,No,No,No,Yes,No,No,No,,,,,,,,,2026-01-12,2026-01-23,,,2026-01-12,2026-01-23,bbanavath@deloitte.com,2025-09-09T14:50:31Z,bbanavath@deloitte.com,2026-02-19T15:56:48Z,2026-01-28,Missing,"IPBYSP0039, IPBYSP0040",Master Data - Ingest Safety Stock,,,,,,
IAO,03.R3,01.IP - Intel Product,SCP IP,SP,SP,,,BY,SCPIPSPRF0013,Master Data - Ingest Cust,Master Data,02.Interface,,2025-09-05,,,2025-09-05,Completed,,Yes,,2026-01-23,2026-01-28,2026-01-28,Executed,Confirmed,"https://intel.sharepoint.com/:p:/r/sites/intelspinnakerdeloitteiao/Shared%20Documents/IP%20Supply%20and%20Materials%20Planning/3%20Development,%20Build_Test/FUT_TUT_CUT/FUT/Supply%20%26%20Material%20Planning%20Planning%20Playback%20Records/IBP_ESP/R3%20Interface%20load%20Playback-Group%201.pptx?d=w5f9e67a961d34576beb44383c62abb3d&csf=1&web=1&e=ZVbb92",,2026-01-28,,,,,,,,,,,,,"IPBYSP0041, IPBYSP0042",Medium,,,,,,,,,,,,,N,,,Dependency Tracker Link,N,,,Dependency Tracker Link,Not a part of current Sprint 19,No Impact,,0,,Sprint 17,Sprint 17,No change,Sprint 17,No change,No,No,No,No,Yes,No,No,No,,,,,,,,,2026-01-12,2026-01-23,,,2026-01-12,2026-01-23,bbanavath@deloitte.com,2025-09-09T14:50:31Z,bbanavath@deloitte.com,2026-02-19T15:56:48Z,2026-01-28,Missing,"IPBYSP0041, IPBYSP0042",Master Data - Ingest Cust,,,,,,
IAO,03.R3,01.IP - Intel Product,SCP IP,SP,SP,,,BY,SCPIPSPRF0014,Master Data - Ingest Cal,Master Data,02.Interface,,2025-09-12,,,2025-09-12,Completed,,Yes,,2026-01-23,2026-01-28,2026-01-28,Executed,Confirmed,"https://intel.sharepoint.com/:p:/r/sites/intelspinnakerdeloitteiao/Shared%20Documents/IP%20Supply%20and%20Materials%20Planning/3%20Development,%20Build_Test/FUT_TUT_CUT/FUT/Supply%20%26%20Material%20Planning%20Planning%20Playback%20Records/IBP_ESP/R3%20Interface%20load%20Playback-Group%201.pptx?d=w5f9e67a961d34576beb44383c62abb3d&csf=1&web=1&e=ZVbb92",,2026-01-28,,,,,,,,,,,,,"IPBYSP0043, IPBYSP0044",Medium,,,,,,,,,,,,,N,,,Dependency Tracker Link,N,,,Dependency Tracker Link,Not a part of current Sprint 19,No Impact,,0,,Sprint 17,Sprint 17,No change,Sprint 17,No change,No,No,No,No,Yes,No,No,No,,,,,,,,,2026-01-12,2026-01-23,,,2026-01-12,2026-01-23,bbanavath@deloitte.com,2025-09-09T14:50:31Z,bbanavath@deloitte.com,2026-02-19T15:56:48Z,2026-01-28,Missing,"IPBYSP0043, IPBYSP0044",Master Data - Ingest Cal,,,,,,
IAO,03.R3,01.IP - Intel Product,SCP IP,SP,SP,,,BY,SCPIPSPRF0015,Transaction Data - Ingest Cal Pattern,Transactional Data,02.Interface,,2025-09-12,,,2025-09-12,Completed,,Yes,,2026-01-23,2026-01-28,2026-01-28,Executed,Confirmed,"https://intel.sharepoint.com/:p:/r/sites/intelspinnakerdeloitteiao/Shared%20Documents/IP%20Supply%20and%20Materials%20Planning/3%20Development,%20Build_Test/FUT_TUT_CUT/FUT/Supply%20%26%20Material%20Planning%20Planning%20Playback%20Records/IBP_ESP/R3%20Interface%20load%20Playback-Group%201.pptx?d=w5f9e67a961d34576beb44383c62abb3d&csf=1&web=1&e=ZVbb92",,2026-01-28,,,,,,,,,,,,,"IPBYSP0045, IPBYSP0046",Medium,,,,,,,,,,,,,N,,,Dependency Tracker Link,N,,,Dependency Tracker Link,Not a part of current Sprint 19,No Impact,,0,,Sprint 17,Sprint 17,No change,Sprint 17,No change,No,No,No,No,Yes,No,No,No,,,,,,,,,2026-01-12,2026-01-23,,,2026-01-12,2026-01-23,bbanavath@deloitte.com,2025-09-09T14:50:31Z,bbanavath@deloitte.com,2026-02-19T15:56:48Z,2026-01-28,Missing,"IPBYSP0045, IPBYSP0046",Transaction Data - Ingest Cal Pattern,,,,,,
IAO,03.R3,01.IP - Intel Product,SCP IP,SP,SP,,,BY,SCPIPSPRF0016,Transaction Data - Ingest Call Attributes,Transactional Data,02.Interface,,2025-09-12,,,2025-09-12,Completed,,Yes,,2026-01-23,2026-01-28,2026-01-28,Executed,Confirmed,"https://intel.sharepoint.com/:p:/r/sites/intelspinnakerdeloitteiao/Shared%20Documents/IP%20Supply%20and%20Materials%20Planning/3%20Development,%20Build_Test/FUT_TUT_CUT/FUT/Supply%20%26%20Material%20Planning%20Planning%20Playback%20Records/IBP_ESP/R3%20Interface%20load%20Playback-Group%201.pptx?d=w5f9e67a961d34576beb44383c62abb3d&csf=1&web=1&e=ZVbb92",,2026-01-28,,,,,,,,,,,,,"IPBYSP0047, IPBYSP0048",Medium,,,,,,,,,,,,,N,,,Dependency Tracker Link,N,,,Dependency Tracker Link,Not a part of current Sprint 19,No Impact,,0,,Sprint 17,Sprint 17,No change,Sprint 17,No change,No,No,No,No,Yes,No,No,No,,,,,,,,,2026-01-12,2026-01-23,,,2026-01-12,2026-01-23,bbanavath@deloitte.com,2025-09-09T14:50:31Z,bbanavath@deloitte.com,2026-02-19T15:56:48Z,2026-01-28,Missing,"IPBYSP0047, IPBYSP0048",Transaction Data - Ingest Call Attributes,,,,,,
IAO,03.R3,01.IP - Intel Product,SCP IP,SP,SP,,,BY,SCPIPSPRF0017,Transaction Data - Ingest Inventory,Transactional Data,02.Interface,,2025-09-12,,,2025-09-12,Completed,,Yes,,2026-01-23,2026-01-28,2026-01-28,Executed,Confirmed,"https://intel.sharepoint.com/:p:/r/sites/intelspinnakerdeloitteiao/Shared%20Documents/IP%20Supply%20and%20Materials%20Planning/3%20Development,%20Build_Test/FUT_TUT_CUT/FUT/Supply%20%26%20Material%20Planning%20Planning%20Playback%20Records/IBP_ESP/R3%20Interface%20load%20Playback-Group%201.pptx?d=w5f9e67a961d34576beb44383c62abb3d&csf=1&web=1&e=ZVbb92",,2026-01-28,,,,,,,,,,,,,"IPBYSP0049, IPBYSP0050",Medium,,,,,,,,,,,,,N,,,Dependency Tracker Link,N,,,Dependency Tracker Link,Not a part of current Sprint 19,No Impact,,0,,Sprint 17,Sprint 17,No change,Sprint 17,No change,No,No,No,No,Yes,No,No,No,,,,,,,,,2026-01-12,2026-01-23,,,2026-01-12,2026-01-23,bbanavath@deloitte.com,2025-09-09T14:50:31Z,bbanavath@deloitte.com,2026-02-19T15:56:48Z,2026-01-28,Missing,"IPBYSP0049, IPBYSP0050",Transaction Data - Ingest Inventory,,,,,,
