Scope,Console ID,Current Console ID (Auto generated),GAP ID,CR ID,Tower Name,Release Name,GPO Lead,Process Sub-Lead,Business Unit,IT Tower Lead,RICEFW Type,Deloitte Tower Lead,RICEFW Description/ Short Text,B-App IAPM ID,B-App Name,L3 Process Code,L3 Design Sprint End,FS Responsible Team,TDD Responsible Team,RICEFW Intake Form Status,RICEFW Intake Form Link,Process Steward,Created By,Comments,Status,RICEFW ID,Intimation Alert,Row Id,CR Creation Date,Created
01. IAO ERP,,2347.0,,,06. PTP,03.R3,Cari H Shim,,01.IP - Intel Product,,04.Enhancement,Rajesh Tol,Blocking invoice during Vendor master Bank partner type changes_IP,,,,,,,,,,,,01.inactive,,,,,2024-10-09 09:39:53
01. IAO ERP,,2348.0,,,06. PTP,03.R3,Cari H Shim,,02.IF - Intel Foundry,,04.Enhancement,Rajesh Tol,Blocking invoice during Vendor master Bank partner type changes_IF,,,,,,,,,,,,01.inactive,,,,,2024-10-09 09:39:53
01. IAO ERP,,2349.0,,,06. PTP,03.R3,Cari H Shim,,01.IP - Intel Product,,04.Enhancement,Rajesh Tol,Implementing of block indicator  for Open Invoice FI  Documents_IP,,,,,01.Deloitte,01.Deloitte,00.Draft,https://intel.sharepoint.com/:p:/r/sites/inteldeloitteiao/Shared%20Documents/General/Implementation/11.%20Technology/RICEFW/10%20RICEFW%20Inbox/2349_%20Implementing%20of%20block%20indicator%20%20for%20Open%20Invoice%20FI%20%20Documents_IP.pptx?d=wcf8c464072494da88a4ee5f690d07d0e&csf=1&web=1&e=ObFn8o,,Shaik Baji,"12/10: Object descoped, mail  from Baji, Shaik
12/09: SAP comments missing. Offline discussion as per MoM",01.inactive,,,,,2024-10-09 09:45:44
01. IAO ERP,,2350.0,,,06. PTP,03.R3,Cari H Shim,,02.IF - Intel Foundry,,04.Enhancement,Rajesh Tol,Implementing of block indicator  for Open Invoice FI  Documents_IF,,,,,01.Deloitte,01.Deloitte,00.Draft,https://intel.sharepoint.com/:p:/r/sites/inteldeloitteiao/Shared%20Documents/General/Implementation/11.%20Technology/RICEFW/10%20RICEFW%20Inbox/2350_%20Implementing%20of%20block%20indicator%20%20for%20Open%20Invoice%20FI%20%20Documents_IF.pptx?d=w1d0bd02d152744d292b080be53e80e0c&csf=1&web=1&e=o067Xm,,Shaik Baji,"12/10: Object descoped, as per Email from Baji, Shaik
12/09: SAP comments missing. Offline discussion as per MoM",01.inactive,,,,,2024-10-09 09:45:44
01. IAO ERP,,2351.0,,,06. PTP,03.R3,Cari H Shim,,"01.IP - Intel Product
02.IF - Intel Foundry",Kumar Vytla,02.Interface,Rajesh Tol,2351_PTP_PM-070-020_RICEFW_Replication of specific commodity code/material group characteristics to S4 IP and IF from MDG.,,,,,01.Deloitte,01.Deloitte,02.Aligned with GPO,https://intel.sharepoint.com/:p:/r/sites/inteldeloitteiao/_layouts/15/Doc.aspx?sourcedoc=%7B41FDD968-243A-4D46-8EE0-5411B13C851F%7D&file=MDG_S4_Commodity_Attributes.pptx&action=edit&mobileredirect=true,,Pabbisetty Harshavardhan,,03.Processed,"PTPI0736_IP,PTPI0736_IF",,,,2024-09-27 07:24:41
01. IAO ERP,,2352.0,,,06. PTP,03.R3,Cari H Shim,,"01.IP - Intel Product
02.IF - Intel Foundry",Kumar Vytla,04.Enhancement,Rajesh Tol,2352_PTP_PM-080-010_RICEFW_Enhancement to validate the user that creates/edits the PO cannot make themselves the PO recipient,,,,,01.Deloitte,01.Deloitte,02.Aligned with GPO,https://intel.sharepoint.com/:p:/r/sites/inteldeloitteiao/_layouts/15/Doc.aspx?sourcedoc=%7B2B46BF2B-E079-45BF-BCF1-80E4CB642A34%7D&file=PTP_S4_Enhancement_Recipient_PO.pptx&action=edit&mobileredirect=true,,Pabbisetty Harshavardhan,,03.Processed,"PTPE0733_IP,PTPE0733_IF",,,,2024-10-03 09:39:03
01. IAO ERP,,2353.0,,,05. OTC IP,03.R3,Shelly Lafree,,01.IP - Intel Product,Kevin A Brown,02.Interface,Ravi Vishwanathan,Inbound interface to S4 HANA from PDH system to get dampened and Non Dampened orders and update Non-Dampened orders with new CMAD and Dampened orders in custom table,,,O-030-020,R3 Design Sprint 7,01.Deloitte,01.Deloitte,02.Aligned with GPO,https://intel.sharepoint.com/:p:/r/sites/inteldeloitteiao/_layouts/15/Doc.aspx?sourcedoc=%7BFC27AE8C-3063-437F-969A-19F9ED63C151%7D&file=Console%20ID_2353_IP_%20Inbound%20interface%20to%20S4%20HANA%20from%20PDH%20system.pptx&action=edit&mobileredirect=true&CID=EBB213CA-3AC7-4933-904B-EC51C53103A4&wdLOR=cAB2822E1-9B3E-4AAA-9882-8A66B7384A7C,,Sindhuja Gangireddy,"10/16-Ready for Tech.  Chandra updated the RICEFW's
10/8-Ready for Tech.  Deloitte checking if 2355 can be combined with this RICEFW",03.Processed,OTCI0876,,,,2024-10-10 05:12:23
01. IAO ERP,,2354.0,,,07. FTS IF,03.R3,Jorge Sanchez,Hoon Hoon Heng,03.Shared Services,Kim Holloway,05.Form,"maheshgowda@deloitte.com, Ruben David Alvarez Carroz",Printing of Standard shipping label,,,LO-170-090,R3 Design Sprint 6,01.Deloitte,01.Deloitte,02.Aligned with GPO,https://intel.sharepoint.com/:p:/r/sites/inteldeloitteiao/Shared%20Documents/General/Implementation/16.%20Logistics%20(LE+TM+EWM)/ISM%20IF%20and%20IP/Documents/RICEFW%20Intake%20forms/R3_FTS_LO-170-090_Standard%20shipping%20label.pptx?d=w44f7cce072fe4fc5958c885b2abbd64a&csf=1&web=1&e=y1ScWN,Hoon Hoon Heng,Karthikeyan P P,12/03: Approved by GPO.,03.Processed,"LOGF1100_IP,LOGF1100_IF",,,,2024-10-10 05:18:05
01. IAO ERP,,2355.0,,,05. OTC IP,03.R3,Shelly Lafree,,01.IP - Intel Product,Kevin A Brown,02.Interface,Ravi Vishwanathan,Inbound interface to S4 HANA from PDH system for dampened orders.,,,O-030-020,R3 Design Sprint 7,01.Deloitte,01.Deloitte,00.Draft,https://intel.sharepoint.com/:p:/r/sites/inteldeloitteiao/_layouts/15/Doc.aspx?sourcedoc=%7BA678A662-E5A9-4E81-B4F8-9957629A0B92%7D&file=Console%20ID_2355_IP_%20Inbound%20interface%20to%20S4%20HANA%20from%20PDH%20system%20to%20get%20dampened%20orders.pptx&action=edit&mobileredirect=true,,Sindhuja Gangireddy,"Cancelled
10/16 This is consolidated into RICEF 2353 based on direction from development team
10/8-Ready for Tech",01.inactive,,,,,2024-10-10 05:20:16
01. IAO ERP,,2356.0,,,05. OTC IP,03.R3,Shelly Lafree,,01.IP - Intel Product,Kevin A Brown,04.Enhancement,Ravi Vishwanathan,Enhancement to update the  custom table once SOLI is updated for the non dampened order line items,,,O-030-020,R3 Design Sprint 7,01.Deloitte,01.Deloitte,02.Aligned with GPO,https://intel.sharepoint.com/:p:/r/sites/inteldeloitteiao/_layouts/15/Doc.aspx?sourcedoc=%7B052FA443-BDEB-452E-93FD-8D359F7B5990%7D&file=Console%20ID_2356_IP_%20Enhancement%20to%20update%20custom%20table%20in%20S4%20HANA%20once%20SOLI%20is%20updated%20with%20Non%20dampened%20orders.pptx&action=edit&mobileredirect=true,,Sindhuja Gangireddy,"10/16-Approved by Tech.  Ready for GPO review
10/8-Ready for Tech",03.Processed,OTCE0771,,,,2024-10-10 05:20:16
01. IAO ERP,,2357.0,,,05. OTC IP,03.R3,Shelly Lafree,,01.IP - Intel Product,Kevin A Brown,05.Form,Ravi Vishwanathan,Enhancement to create Fiori report which will expose custom table data (Non dampened  and dampened orders) sent from PDH system to S4 HANA,,,O-030-020,R3 Design Sprint 7,01.Deloitte,01.Deloitte,02.Aligned with GPO,https://intel.sharepoint.com/:p:/r/sites/inteldeloitteiao/_layouts/15/Doc.aspx?sourcedoc=%7BE054535B-6AA5-4517-BE61-EEEA2B3815BA%7D&file=Console%20ID_2357_IP_%20Enhancement%20to%20create%20Fiori%20Report%20which%20will%20expose%20custom%20table(Dampened%20and%20Non%20Dampened%20Order)%20data%20as%20Fiori.pptx&action=edit&mobileredirect=true,,Sindhuja Gangireddy,"10/29-Tech Approved. Updated from enhancement to form per tech team.  no need for OSC approval
10/21-sent a note to Tech to have added to the agenda this week.",03.Processed,OTCE0844,,,,2024-10-10 05:20:16
01. IAO ERP,,2358.0,,,03. FPR,03.R3,Shane Bethune,Josh Philpot,"01.IP - Intel Product
02.IF - Intel Foundry",Bharath PLVN,02.Interface,Prabesh Acharya,Activity Quantity and production quantity from ECA to S4,,,DS-020-070,R3 Design Sprint 4,01.Deloitte,01.Deloitte,02.Aligned with GPO,https://intel.sharepoint.com/:p:/r/sites/inteldeloitteiao/Shared%20Documents/General/Implementation/11.%20Technology/RICEFW/10%20RICEFW%20Inbox/2358_FPR_RICEFW%20Intake%20Form_Interface%20to%20recieve%20activity%20%26%20Prodn%20quantity%20data%20from%20ECA%20to%20update%20in%20SAP%20S4.pptx?d=w8f7aeffe71b44d8abafeee9a79cdceb4&csf=1&web=1&e=VdDBDY,Josh Philpot,Hari Gore,"02/19 : This is required for inbound interface for KP26 IF/IP and WAC table update
10/22: this was covered in other ECA RICEFW F10280 and can be cancelled.",03.Processed,"FPRI1273_IP,
FPRI1273_IF",,,,2024-10-10 07:47:14
01. IAO ERP,,2359.0,IDM-USID-0164-FTS IP,,08. FTS IP,03.R3,Thomas M Sanger,Matthew Katzorke,01.IP - Intel Product,Steffanie Maxey,02.Interface,Sekhar Lingam,Inbound interface to capture Yield Confirmation and Goods Receipt against Production Order and Text Purchase Order from e2open to IP SAP S4 HANA system for OSATs,,,M-100-140,R3 Design Sprint 6,01.Deloitte,01.Deloitte,02.Aligned with GPO,https://intel.sharepoint.com/:p:/r/sites/inteldeloitteiao/_layouts/15/Doc.aspx?sourcedoc=%7B966E3BC5-288C-4AC5-A2E6-545216F9E96F%7D&file=M-100-140_FTS_IP_Inbound%20Interface%20to%20capture%20Yield%20Confirmation%20and%20Goods%20Receipt%20against%20Production%20Order%20in%20IP%20SAP%20S4%20HANA%20based%20on%20trigger%20from%20OSAT%20via%20E2Open.pptx&action=edit&mobileredirect=true,Shilpa Chandra,Karthik Reddy Reddy,,03.Processed,FTSI0725,,,,2024-10-10 08:32:15
01. IAO ERP,,2360.0,IDM-USID-0213-FTS IP,,08. FTS IP,03.R3,Thomas M Sanger,Matthew Katzorke,01.IP - Intel Product,Steffanie Maxey,02.Interface,Sekhar Lingam,Inbound interface from e2open to IP SAP S4 HANA system to update Die Quantity attribute value in the batch master record for OSATs,,,M-100-140,R3 Design Sprint 6,01.Deloitte,01.Deloitte,02.Aligned with GPO,https://intel.sharepoint.com/:p:/r/sites/inteldeloitteiao/_layouts/15/Doc.aspx?sourcedoc=%7B91A8D3BB-E759-4CA8-A44D-3C51C61C2A13%7D&file=M-100-140_FTS_IP_Inbound%20Interface%20from%20e2open%20to%20IP%20SAP%20S4%20HANA%20System%20to%20update%20Die%20quantity%20attribute%20value%20in%20the%20batch%20master%20record%20for%20OSATs.pptx&action=edit&mobileredirect=true,Shilpa Chandra,Karthik Reddy Reddy,,03.Processed,FTSI0724,,,,2024-10-10 08:34:50
,,2362.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-10-10 09:58:27
,,2363.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-10-10 09:58:27
01. IAO ERP,,2364.0,,,05. OTC IP,03.R3,Randy Eck,Shiuk Ming Loke,"01.IP - Intel Product
02.IF - Intel Foundry",Steffanie Maxey,04.Enhancement,"maheshgowda@deloitte.com, Ruben David Alvarez Carroz",Enhancement  to Update Custom Table form Master data and Manage SOP Data Communication for CMDB,,,LO-190-120,R3 Design Sprint 7,01.Deloitte,01.Deloitte,02.Aligned with GPO,https://intel.sharepoint.com/:p:/r/sites/inteldeloitteiao/_layouts/15/Doc.aspx?sourcedoc=%7B39D4861B-18E5-46FF-9DCF-1968A80BEA9A%7D&file=R3_IP%20and%20IF_OTC_Enhancement%20to%20fetch%20SOP%20data%20and%20store%20in%20custom%20table%20for%20CMDB%20Intake%20Form.pptx&action=edit&mobileredirect=true,"Junior Milan, manjunath.shastry@intel.com, Shiuk Ming Loke",Preetikumari Shringarmani Tiwari,10/17: Approved by GPO,03.Processed,",L0GE0792_IF,L0GE0792_IP",,,,2024-10-10 10:52:56
01. IAO ERP,,2365.0,,,07. FTS IF,03.R3,Shamin A Shirodkar,Eugene Celis,02.IF - Intel Foundry,Steffanie Maxey,03.Conversion,Rudra Sengupta,Conversion to add value to open production orders,,,M-100-220,R3 Design Sprint 6,01.Deloitte,01.Deloitte,02.Aligned with GPO,https://intel.sharepoint.com/sites/inteldeloitteiao/Shared%20Documents/General/Implementation/11.%20Technology/RICEFW/10%20RICEFW%20Inbox/2365_FTS_IF_S4%20Interface%20to%20add%20value%20to%20production%20orders.pptx?d=w625c1f77adf84d54a2f3eb30347a5887,,,,03.Processed,FTSC0831,,,,2024-10-10 23:15:58
01. IAO ERP,,2366.0,,,07. FTS IF,03.R3,Shamin A Shirodkar,Eugene Celis,02.IF - Intel Foundry,Steffanie Maxey,02.Interface,Rudra Sengupta,MPL Interface to S4 to get handling units for the logical ship,,,M-100-220,R3 Design Sprint 6,01.Deloitte,01.Deloitte,02.Aligned with GPO,https://intel.sharepoint.com/sites/inteldeloitteiao/Shared%20Documents/General/Implementation/11.%20Technology/RICEFW/10%20RICEFW%20Inbox/2366_FTS_IF_MPL%20Interface%20to%20S4%20to%20get%20handling%20units%20for%20the%20logical%20ship.pptx?d=w56e77c0332c94d109577d75113ecb870,,,,03.Processed,FTSI0830,,,,2024-10-10 23:20:55
01. IAO ERP,,2367.0,,,07. FTS IF,03.R3,Shamin A Shirodkar,Eugene Celis,02.IF - Intel Foundry,Steffanie Maxey,04.Enhancement,Rudra Sengupta,Custom table to store 7B1 WIP data from Manufacturing,,,M-100-220,R3 Design Sprint 6,01.Deloitte,01.Deloitte,02.Aligned with GPO,https://intel.sharepoint.com/sites/inteldeloitteiao/Shared%20Documents/General/Implementation/11.%20Technology/RICEFW/10%20RICEFW%20Inbox/2367_FTS_IF_S4%20Custom%20table%20to%20store%207B1%20WIP%20date%20from%20manufactruing.pptx?d=we13cbe387b0149fa8c18fcb85fbb6b81,,,"As per recent allignment with business, this will be taken care by PDF and the RICEW ID needs to be cancelled, and needs to inform OTC Logistic team to ;look at Batch characteristics for SO update",03.Processed,FTSE0756,,,,2024-10-10 23:20:55
01. IAO ERP,,2368.0,,,07. FTS IF,03.R3,Shamin A Shirodkar,Eugene Celis,02.IF - Intel Foundry,Steffanie Maxey,04.Enhancement,Rudra Sengupta,Update POLP (Purchase Order Lot Pegging) table from S4 production data,,,M-100-220,R3 Design Sprint 6,01.Deloitte,01.Deloitte,02.Aligned with GPO,https://intel.sharepoint.com/sites/inteldeloitteiao/Shared%20Documents/General/Implementation/11.%20Technology/RICEFW/10%20RICEFW%20Inbox/2368_FTS_IF_S4%20Update%20POLP%20(Purchase%20Order%20Lot%20Pegging)%20table%20from%20S4%20production%20data.pptx?d=w95866cdb19e5454bb2a68af00f304178,,,,03.Processed,FTSE0757,,,,2024-10-10 23:20:55
01. IAO ERP,,2369.0,,,07. FTS IF,03.R3,Shamin A Shirodkar,Eugene Celis,02.IF - Intel Foundry,Steffanie Maxey,02.Interface,Rudra Sengupta,7B1 updates from manufacturing,,,M-100-220,R3 Design Sprint 6,01.Deloitte,01.Deloitte,02.Aligned with GPO,https://intel.sharepoint.com/sites/inteldeloitteiao/Shared%20Documents/General/Implementation/11.%20Technology/RICEFW/10%20RICEFW%20Inbox/2369_FTS_IF_S4%20Interface%207B1%20updates%20from%20manufacturing.pptx?d=w764650f05d3c484cbc42d7ac35662d68,,,,03.Processed,FTSI0829,,,,2024-10-10 23:20:55
01. IAO ERP,,2370.0,,,07. FTS IF,03.R3,Shamin A Shirodkar,Eugene Celis,02.IF - Intel Foundry,Steffanie Maxey,04.Enhancement,Rudra Sengupta,7B1 updates from manufacturing,,,M-100-220,R3 Design Sprint 6,01.Deloitte,01.Deloitte,02.Aligned with GPO,https://intel.sharepoint.com/sites/inteldeloitteiao/Shared%20Documents/General/Implementation/11.%20Technology/RICEFW/10%20RICEFW%20Inbox/2370_FTS_IF_S4%20Enhancement%207B1%20updates%20from%20manufacturing.pptx?d=w89b1a800c74f4346a08d2c0cb4a16743,,,,03.Processed,FTSE0798,,,,2024-10-10 23:20:55
01. IAO ERP,,2371.0,MDM-140,,09A. Master Data,03.R3,Candice S Linnell,,,Bigil Kuriyan T,04.Enhancement,Lilibeth Lejarde,Filters for downstream replication of all Reference master data objects,,,MDM-140-030,#NO MATCH,01.Deloitte,01.Deloitte,01.Pending alignment with GPO,https://intel.sharepoint.com/:p:/r/sites/inteldeloitteiao/Shared%20Documents/General/Implementation/11.%20Technology/RICEFW/10%20RICEFW%20Inbox/Filters%20for%20Reference%20Data.pptx?d=wbfbd72cc8a0a4b6da7cfa00c8a2513ad&csf=1&web=1&e=aEhq87,,Aditya Sindhu Pandey,,01.inactive,,,,,2024-10-11 02:12:33
01. IAO ERP,,2372.0,,,05. OTC IP,03.R3,Randy Eck,Shiuk Ming Loke,"01.IP - Intel Product
02.IF - Intel Foundry",Sundari Devi Karuppaiah,02.Interface,"maheshgowda@deloitte.com, Ruben David Alvarez Carroz",Interface from WOM to S4 HANA to fetch the list of Deliveries for a particular customer,31717.0,WOM,,,01.Deloitte,01.Deloitte,02.Aligned with GPO,https://intel.sharepoint.com/:p:/r/sites/inteldeloitteiao/Shared%20Documents/General/Implementation/11.%20Technology/RICEFW/10%20RICEFW%20Inbox/R3_IP_OTC_LE_Interface%20from%20WOM%20to%20S4%20to%20fetch%20list%20of%20Deliveries%20.pptx?d=wdf381205b317427195cf1e16b7365ee5&csf=1&web=1&e=lhl5BF,Shiuk Ming Loke,Shashank Shetty K,10/16: Approved by GPO,03.Processed,LOGI0875,,,,2024-10-11 03:16:04
01. IAO ERP,,2373.0,,,05. OTC IP,03.R3,Randy Eck,Shiuk Ming Loke,"01.IP - Intel Product
02.IF - Intel Foundry",Sundari Devi Karuppaiah,02.Interface,"maheshgowda@deloitte.com, Ruben David Alvarez Carroz",Interface from WOM to S4 HANA to fetch the ASN information of delivery.,31717.0,WOM,,,01.Deloitte,01.Deloitte,02.Aligned with GPO,https://intel.sharepoint.com/:p:/r/sites/inteldeloitteiao/Shared%20Documents/General/Implementation/11.%20Technology/RICEFW/10%20RICEFW%20Inbox/R3_IP_OTC_LE_Interface%20from%20WOM%20to%20S4%20to%20fetch%20the%20ASN%20information%20of%20delivery.pptx?d=wb265d8d3bcd64c8ca6ae5c806d87c102&csf=1&web=1&e=CY2ewg,Shiuk Ming Loke,Shashank Shetty K,10/16: Approved by GPO,03.Processed,LOGI0874,,,,2024-10-11 03:16:04
01. IAO ERP,,2375.0,,,04. OTC IF,02.R2,Jill Matalon,,02.IF - Intel Foundry,Kevin A Brown,04.Enhancement,Ravi Vishwanathan,Sold to party & Ship to party customer codes determination based on DUNS & DUNS4 numbers,,S/4 HANA,O-020-100,R3 Design Sprint 7,01.Deloitte,01.Deloitte,,https://intel.sharepoint.com/:p:/r/sites/inteldeloitteiao/Shared%20Documents/General/Implementation/04.%20OTC%20-%20Intel%20Foundry/2%20Design%20Sprint%20detailed%20plans/Phase%201%20Detailed%20design%20%26%20Sprint%20Planning/Workshops/Ready%20for%20Review/Console%20ID%232375_IF_OTC_Sold%20to%20%26%20Ship%20to%20determination%20from%20DUNS%20%26%20DUNS4%20%20.pptx?d=wc6083b06d2664153aa4a082cd002b780&csf=1&web=1&e=2Mabmc,Jason Carmichael,,to be tracked under CR : INT-CR0110 Sold to & Ship to determination from DUNS & DUNS4,01.inactive,,,,,2024-10-11 07:28:43
01. IAO ERP,,2376.0,,,04. OTC IF,02.R2,Jill Matalon,,02.IF - Intel Foundry,Kevin A Brown,04.Enhancement,Ravi Vishwanathan,Custom Z table(DH) creation & updates to the outbound order acknowledgements,,S/4 HANA,O-020-100,R3 Design Sprint 7,01.Deloitte,01.Deloitte,,https://intel.sharepoint.com/:p:/r/sites/inteldeloitteiao/Shared%20Documents/General/Implementation/04.%20OTC%20-%20Intel%20Foundry/2%20Design%20Sprint%20detailed%20plans/Phase%201%20Detailed%20design%20%26%20Sprint%20Planning/Workshops/Ready%20for%20Review/Console%20ID%232376_IF_OTC_DH%20table%20creation%20%26%20outbound%20interface%20updates.pptx?d=w36c3fb3227a447ab88f5ae19e4ed8ef0&csf=1&web=1&e=a8fPfU,Jason Carmichael,,to be tracked under CR INT-CR0109 DH table creation & outbound interface updates,01.inactive,,,,,2024-10-11 07:28:43
01. IAO ERP,,2378.0,,,06. PTP,03.R3,Cari H Shim,,"01.IP - Intel Product
02.IF - Intel Foundry",Kumar Vytla,02.Interface,Rajesh Tol,2378_Inbound Interface from SPEED to S/4 to bring AMPL (Approved Manufacturer Part List) to S/4 applicable for Procurement Process.,,,,,01.Deloitte,01.Deloitte,02.Aligned with GPO,https://intel.sharepoint.com/:p:/r/sites/inteldeloitteiao/_layouts/15/Doc.aspx?sourcedoc=%7BCA03FD2F-2FAC-4DB5-AC15-551004A8AFD0%7D&file=2378_PTP_Inbound%20Interface%20from%20SPEED%20to%20S4.pptx&action=edit&mobileredirect=true,,Anjali Anand,Aligned,03.Processed,"PTPI0809_IF,PTPI0809_IP",,,,2024-10-11 08:20:47
01. IAO ERP,,2379.0,,,06. PTP,03.R3,Cari H Shim,,"01.IP - Intel Product
02.IF - Intel Foundry",Kumar Vytla,02.Interface,Rajesh Tol,2379_Master Data Migration from ECC to S/4 to bring Approved Manufacturer Part List - APML applicable for Procurement Process.,,,,,01.Deloitte,01.Deloitte,02.Aligned with GPO,https://intel.sharepoint.com/:p:/r/sites/inteldeloitteiao/_layouts/15/Doc.aspx?sourcedoc=%7B451831BE-2462-4094-887A-D9C8088738B1%7D&file=2379_PTP_Data%20Conversion%20from%20ECC%20to%20S4%20for%20APML.pptx&action=edit&mobileredirect=true,,Anjali Anand,Aligned,03.Processed,"PTPI0808_IF,PTPI0808_IP",,,,2024-10-11 08:20:47
01. IAO ERP,,2380.0,,,05. OTC IP,03.R3,Shelly Lafree,,01.IP - Intel Product,Kevin A Brown,02.Interface,Ravi Vishwanathan,Interface to send Customer Master data to CHM,1887.0,CHM,,,01.Deloitte,01.Deloitte,02.Aligned with GPO,https://intel.sharepoint.com/:p:/r/sites/inteldeloitteiao/Shared%20Documents/General/Implementation/11.%20Technology/RICEFW/20%20RICEFW%20Pending%20Approval/Console%20ID_2380_IP%20Interface%20to%20send%20Customer%20Master%20data%20to%20CHM.pptx?d=wc730f6aefcf642c5af28e3208ac65f97&csf=1&web=1&e=62ObM8,,Praveen Kumar Muppala,"Ready for Tech Review
10/15-Tower Approved.  Praveen will meet with team to clarify interface",03.Processed,OTCI0845,,,,2024-10-11 10:09:18
01. IAO ERP,,2381.0,,,05. OTC IP,03.R3,Shelly Lafree,,01.IP - Intel Product,Kevin A Brown,02.Interface,Ravi Vishwanathan,Interface to send Product Master data to CHM,1887.0,CHM,,,01.Deloitte,01.Deloitte,02.Aligned with GPO,https://intel.sharepoint.com/:p:/r/sites/inteldeloitteiao/Shared%20Documents/General/Implementation/11.%20Technology/RICEFW/20%20RICEFW%20Pending%20Approval/Console%20ID_2381_IP%20Interface%20to%20send%20Product%20Master%20data%20to%20CHM.pptx?d=w5749f13ef1324a8396a1cc32709be7f0&csf=1&web=1&e=gzYQ1m,,Praveen Kumar Muppala,"Ready for Tech Review
10/15-Tower Approved.  Praveen will meet with team to clarify interface",03.Processed,OTCI0846,,,,2024-10-11 10:09:18
01. IAO ERP,,2382.0,,,06. PTP,03.R3,"Jorge Sanchez, Randy Eck",Laurin Maurer,01.IP - Intel Product,Steffanie Maxey,04.Enhancement,"maheshgowda@deloitte.com, Ruben David Alvarez Carroz",TM: RICEFW 1:Carrier selection and Charges calculation for IRG/ISCG( Intel routing Guide & Intel Supplier routing guide)via external IRG tool.,10912.0,Intel Routing Guide,LI-030-160,R3 Design Sprint 8,01.Deloitte,01.Deloitte,02.Aligned with GPO,https://intel.sharepoint.com/:p:/r/sites/inteldeloitteiao/_layouts/15/Doc.aspx?sourcedoc=%7BB601AC00-DC29-4E02-904E-D8D88733C781%7D&file=R3%20PTP%20%20LI-030-160%20Manage%20In-bound%20Transportation-%20IRGI%20SCG(Intel%20supplier%20carrier%20guide).pptx&wdLOR=c3EC3141C-614B-4619-9D54-47267C88E6A2&action=edit&mobileredirect=true,Laurin Maurer,,"10/15: SAP approved.
10/15: Approved by GPO.
10/24:Ready for Tech Intake 10/25",03.Processed,LOGE0847,,,,2024-10-11 11:22:30
01. IAO ERP,,2383.0,,,06. PTP,03.R3,"Jorge Sanchez, Randy Eck",Laurin Maurer,"01.IP - Intel Product
02.IF - Intel Foundry",Steffanie Maxey,04.Enhancement,"maheshgowda@deloitte.com, Ruben David Alvarez Carroz","TM:RICEFW1: PTP IP​
Planning  for inbound ASN, Non ASN. ODM/OSAT scenarios using automatic optimizer-based planning and  Interactive/Manual planning. ​
RICEFW 2: PTP IF​
Planning  for inbound ASN, Non ASN. ODM/OSAT scenarios using automatic optimizer-based planning and  Interactive/Manual planning..",,,LI-030-170,R3 Design Sprint 8,01.Deloitte,01.Deloitte,02.Aligned with GPO,https://intel.sharepoint.com/:p:/r/sites/inteldeloitteiao/_layouts/15/Doc.aspx?sourcedoc=%7B49EAB293-8003-458F-9847-6E4B4143BB1B%7D&file=R3%20PTP%20%20LI-030-170%20Manage%20In-bound%20Transportation-ASN%20&%20NON%20_ASN-Consolidation.pptx=&wdLOR=cD8779D02-517A-4DC4-B2F8-D82D81C7562B&action=edit&mobileredirect=true,Laurin Maurer,,"10/15: SAP approved.
10/15: Approved by GPO.
10/24:Ready for Tech Intake 10/25",03.Processed,"LOGE0848_IP, LOGE0848_IF",,,,2024-10-11 11:32:07
01. IAO ERP,,2384.0,,,06. PTP,03.R3,"Jorge Sanchez, Randy Eck",Laurin Maurer,"01.IP - Intel Product
02.IF - Intel Foundry",Steffanie Maxey,04.Enhancement,"maheshgowda@deloitte.com, Ruben David Alvarez Carroz","TM:RICEFW1: PTP IP​
Introduce HAWB in Transportation Cockpit, FRO worklist and selection criteria to Identify and filter Freight units for transportation planning  via interactive/Manual planning , Carry out actions from worklist and additional selection attributes. ​
RICEFW 2: PTP IF​
Introduce HAWB in Transportation Cockpit, FRO worklist and selection criteria to Identify and filter Freight units for transportation planning  via interactive/Manual planning , Carry out actions from worklist and additional selection attributes.",,,LI-030-170,R3 Design Sprint 8,01.Deloitte,01.Deloitte,02.Aligned with GPO,https://intel.sharepoint.com/:p:/r/sites/inteldeloitteiao/_layouts/15/Doc.aspx?sourcedoc=%7B95CD07FE-677D-43A5-AA2F-A0ED6D44AF23%7D&file=R3%20PTP%20%20LI-030-170%20Manage%20In-bound%20Transportation-ASN%20&%20NON%20_ASN-Transportation%20cockpit.pptx=&wdLOR=c520FD86E-18BC-4667-8211-DE6DF5200DD3&action=edit&mobileredirect=true,Laurin Maurer,,"10/15: SAP approved.
10/15: Approved by GPO.
10/24:Ready for Tech Intake 10/25",03.Processed,"LOGE0849_IP, LOGE0849_IF",,,,2024-10-11 11:37:23
